file_id	md5	size	urls	sample_id
d39c1941c8f6e8b0f6ead5d7f74b54db	27192647ac1300b80cbe99251ba04599	147684	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/16s/analysis/hmqcp/ESM5ME9G_P_normalize_by_copy_number.tsv	d39c1941c8f6e8b0f6ead5d7f7012898
cad5930efe6763b64b3ccf1cd6cc9c78	0033b1225e98f6efea990776704b10e8	40193	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/MSM6J2PW_ecs.tsv	7cfd74d6803ea319683df756441c5f44
cad5930efe6763b64b3ccf1cd68d1c8d	5d4ce88d01c2497a0af0fe5623307540	339689	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/CSM7KOUF_2pep_1p_FDR_5ppm.tsv	cad5930efe6763b64b3ccf1cd68cde1a
cad5930efe6763b64b3ccf1cd6c9d85a	e784b3d7cb232e0e42aedf3570a87915	2246177	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/MSM6J2LV_1pep_5p_FDR_5ppm.tsv	7cfd74d6803ea319683df7564411dc2c
d39c1941c8f6e8b0f6ead5d7f7374af8	2bba8482fe89d776cf1fc6848183d4f0	8743324	fasp://aspera2.ihmpdcc.org/ibd/metatranscriptome/microbiome/analysis/ESM5ME9D_P_genefamilies.tsv	d39c1941c8f6e8b0f6ead5d7f700cd96
216b55a2f235085126ee6210d61e2ca2	fa9ed59366493fca027c2ef4d3c69ebe	687941	fasp://aspera2.ihmpdcc.org/ibd/transcriptome/host/analysis/CSM5FZ3A.tsv	7cfd74d6803ea319683df75644df2a87
e85a36182291e14f07e89efdce652899	3647a3215b5a2b337562244a7fc0fac4	1404525	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/HSM7J4HC_C8_pos.tsv	1419f08f554e0c93f3b62fe90cb9e230
cad5930efe6763b64b3ccf1cd676ec2c	61a80c08d879a5832ef8c6b726fcca38	2245513	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/CSM79HI7_1pep_5p_FDR_5ppm.tsv	1419f08f554e0c93f3b62fe90c1f9975
5994274eae30475ead69bfe27a20a136	ac53b62000ab2e564faac245c0db12c4	701573	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/CSM79HJ8_P_pathcoverage.tsv	5994274eae30475ead69bfe27a207ddf
d39c1941c8f6e8b0f6ead5d7f73ebdf5	83c59113233052f128aa0300095ba4dd	55711	fasp://aspera2.ihmpdcc.org/ibd/metatranscriptome/microbiome/analysis/MSM5LLH2_P_pathcoverage.tsv	d39c1941c8f6e8b0f6ead5d7f726b460
d39c1941c8f6e8b0f6ead5d7f703177c	7526f2fa76f0c7bab1e75d4c0b1f6746	699516	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/ESM5ME9H_P_pathcoverage.tsv	d39c1941c8f6e8b0f6ead5d7f702f044
e85a36182291e14f07e89efdce7a62ad	baf35ba9c5328eb10c574fefed3b11eb	734765	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/MSM5LLHQ_C18_neg.tsv	cad5930efe6763b64b3ccf1cd6baf32f
e85a36182291e14f07e89efdceb73c1c	6d19bc99721f0fc46420ee6fb1a7a08b	1399878	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/PSMA266Q_C8_pos.tsv	7cfd74d6803ea319683df75644a50191
e85a36182291e14f07e89efdce7804b8	8da1acc4315576aa64967b9aded32e53	736650	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/HSMA33NY_C18_neg.tsv	1419f08f554e0c93f3b62fe90ceee558
e85a36182291e14f07e89efdce4e9282	6d7f18236eba770b5f8f374102b811ff	869163	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/HSM7CYXA_HILIC_neg.tsv	1419f08f554e0c93f3b62fe90c7f3b17
cad5930efe6763b64b3ccf1cd6a969b5	02bd8538a7ded08a837c9f643f4beff2	95169	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/HSM5MD6U_kos.tsv	cad5930efe6763b64b3ccf1cd6a94969
56bda9b020293b4b1d65e1eb2517935b	de0b181930b0c20b5390d9e00073e14a	41968	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmscp/ESM5MEBU.tsv	1419f08f554e0c93f3b62fe90c6bd105
5994274eae30475ead69bfe27a1fbf7d	cfe2b54a7b99d91a1ff73bb3e709e2c5	100825661	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/CSM79HJ2_P_genefamilies.tsv	5994274eae30475ead69bfe27a1f9504
e85a36182291e14f07e89efdce823331	b6ac61584e3c2a18acf1ed00b7e20072	1405169	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/MSM6J2R8_C8_pos.tsv	1419f08f554e0c93f3b62fe90cffd0dc
d39c1941c8f6e8b0f6ead5d7f75b8751	32d01c24a76dadc17d82cacb84cdfd85	145295	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/16s/analysis/hmqcp/MSM5FZ9Z_P_taxonomy_closed_reference.tsv	d39c1941c8f6e8b0f6ead5d7f75b5600
e85a36182291e14f07e89efdce24329b	a122a14914d87e7d01ef44145e344458	866832	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/CSM67UCK_HILIC_neg.tsv	1419f08f554e0c93f3b62fe90c2233b6
e85a36182291e14f07e89efdceb345cd	e6551f47c663e3cdade8510c3b0e7e67	1296114	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/PSM7J167_HILIC_pos.tsv	e85a36182291e14f07e89efdceb3095f
e85a36182291e14f07e89efdce891c66	7f8ee7b4b60a51d528fe2c8e43d2976b	1403284	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/MSM6J2JH_C8_pos.tsv	e85a36182291e14f07e89efdce88d4f5
e85a36182291e14f07e89efdce6b8641	4bf62385e6b04253ef13aa6f7d3a40f0	868466	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/HSM7J4MK_HILIC_neg.tsv	1419f08f554e0c93f3b62fe90ccec684
d39c1941c8f6e8b0f6ead5d7f7512588	466f4e80e790cf59dc7ff5d44673ab3d	145081	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/16s/analysis/hmqcp/HSM5MD7W_P_taxonomy_closed_reference.tsv	cad5930efe6763b64b3ccf1cd6990047
5994274eae30475ead69bfe27a105e6c	5e732a7c4ffd39af2115ae6eacb8c0cb	101473354	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/CSM5FZ4K_P_genefamilies.tsv	cad5930efe6763b64b3ccf1cd66f9c23
cad5930efe6763b64b3ccf1cd6b0a38a	f2a0df2443e6577a5cf03680da83a2e1	379628	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/HSM67VI3_2pep_5p_FDR_5ppm.tsv	1419f08f554e0c93f3b62fe90cbcd38e
cad5930efe6763b64b3ccf1cd68f0732	ab67622801c6d4287365a9e7e9c3fff9	1052372	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/CSM9X1XW_1pep_1p_FDR_5ppm.tsv	cad5930efe6763b64b3ccf1cd68ed7b8
cad5930efe6763b64b3ccf1cd69d28cc	3ea21237ac90b6a7daa06064c9218c72	40146	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/HSM5MD7O_ecs.tsv	1419f08f554e0c93f3b62fe90c7a6cc3
5994274eae30475ead69bfe27a176402	4a39a962d1d6dece1ed6e32c446ae53a	710934	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/CSM5MCYO_P_pathcoverage.tsv	cad5930efe6763b64b3ccf1cd67b0864
d39c1941c8f6e8b0f6ead5d7f72e228a	cc7d269ca7fbb6e9e50150dae2b12ff1	101550623	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/PSM6XBS2_P_genefamilies.tsv	d39c1941c8f6e8b0f6ead5d7f72e00cd
5994274eae30475ead69bfe27a21d1c2	4294bde4fe95d1802cdfbd08a47a10be	700704	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/CSM7KOQZ_P_pathabundance.tsv	cad5930efe6763b64b3ccf1cd6843508
d39c1941c8f6e8b0f6ead5d7f73f3744	7d18ebc9d5d296631a3f71e5266731a8	10979	fasp://aspera2.ihmpdcc.org/ibd/metatranscriptome/microbiome/analysis/MSM5LLHA_P_pathcoverage.tsv	d39c1941c8f6e8b0f6ead5d7f7279280
e85a36182291e14f07e89efdce9ff30d	47239ad0cbb69301fc045d00ebcd74c1	735042	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/MSM9VZPL_C18_neg.tsv	7cfd74d6803ea319683df75644605589
d39c1941c8f6e8b0f6ead5d7f74941ba	6c282292328226932157db6714860534	148884	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/16s/analysis/hmqcp/ESM5MEDZ_P_normalize_by_copy_number.tsv	e85a36182291e14f07e89efdce422b48
cad5930efe6763b64b3ccf1cd6a90b18	1204cc9df336a8a5a148f831acb88bc0	40158	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/HSM7J4KQ_ecs.tsv	1419f08f554e0c93f3b62fe90c9a9a1d
d39c1941c8f6e8b0f6ead5d7f74ff2c7	faf9b146e3e5f7299a590f1f47ed6467	147883	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/16s/analysis/hmqcp/HSM5FZBQ_P_normalize_by_copy_number.tsv	e85a36182291e14f07e89efdce48a1ea
56bda9b020293b4b1d65e1eb2538d81d	f910ef53668df8f160669c69eced279e	41987	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmscp/MSM6J2RC.tsv	7cfd74d6803ea319683df75644007e90
d39c1941c8f6e8b0f6ead5d7f7067f39	4912cff7d2207e07d2457c341c3f4a58	131031	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmscp/ESM5MEDP_P_taxonomic_profile.tsv	d39c1941c8f6e8b0f6ead5d7f706433c
d39c1941c8f6e8b0f6ead5d7f76660a4	a53b89abc6a6a85ce45f4c53ed1d261a	145300	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/16s/analysis/hmqcp/MSM5LLGV_P_taxonomy_closed_reference.tsv	d39c1941c8f6e8b0f6ead5d7f7662a9d
e85a36182291e14f07e89efdce999931	80efbfff10cdb0f883981b0a7aada606	1300407	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/MSM79H94_HILIC_pos.tsv	e85a36182291e14f07e89efdce995977
d39c1941c8f6e8b0f6ead5d7f72bed05	6e988e7eb3eb54b0f59e142ecacb5530	705533	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/MSM9VZFJ_P_pathabundance.tsv	cad5930efe6763b64b3ccf1cd6daeb85
e85a36182291e14f07e89efdce846b3f	b09c39f33f3a4cb50961deec12595128	733776	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/MSM5LLF4_C18_neg.tsv	7cfd74d6803ea319683df7564406304b
d39c1941c8f6e8b0f6ead5d7f75e7bf7	154b7131c20073fe68a25f8d519275ef	149131	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/16s/analysis/hmqcp/MSM5LLIK_P_normalize_by_copy_number.tsv	cad5930efe6763b64b3ccf1cd6bed2b6
d39c1941c8f6e8b0f6ead5d7f75db50b	ea5ae9c32ef105c8f2f135f06ee2921a	147739	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/16s/analysis/hmqcp/MSM5LLGJ_P_normalize_by_copy_number.tsv	d39c1941c8f6e8b0f6ead5d7f721dc5a
cad5930efe6763b64b3ccf1cd6e69590	18a5dd079470b704597e22e25971a1d4	95185	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/PSM6XBT3_kos.tsv	7cfd74d6803ea319683df756447c78c7
e85a36182291e14f07e89efdce70c547	5687ec0568d2d0fd2952ee5f7a1da8fc	735835	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/HSMA33NG_C18_neg.tsv	e85a36182291e14f07e89efdce70897e
e85a36182291e14f07e89efdce74212c	c522c7a6c217fed4289e91e4c99a8c2f	735661	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/HSMA33M8_C18_neg.tsv	1419f08f554e0c93f3b62fe90ce5c768
e85a36182291e14f07e89efdce5dd45e	eeb26ba434613673b0a909c4f3d7ca82	1292995	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/HSM7CYYB_HILIC_pos.tsv	1419f08f554e0c93f3b62fe90ca02e47
cad5930efe6763b64b3ccf1cd6ea4130	e96ba5d9246710b4c48c3c9b51d0c0e9	339055	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/PSM7J17L_2pep_1p_FDR_5ppm.tsv	7cfd74d6803ea319683df75644879c4d
e85a36182291e14f07e89efdceb8572f	4105c6ab196073dfcba05a26a2aa0836	1402722	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/PSMA265X_C8_pos.tsv	7cfd74d6803ea319683df75644a64632
56bda9b020293b4b1d65e1eb254e11fc	59d9de955dbe140801d2dbfaf9ce5b5f	41964	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmscp/PSM7J1CU.tsv	7cfd74d6803ea319683df7564470216b
d39c1941c8f6e8b0f6ead5d7f735a417	d7488deb277d5f45e9efcf2bfff012f6	2206837	fasp://aspera2.ihmpdcc.org/ibd/metatranscriptome/microbiome/analysis/CSM5MCUY_P_genefamilies.tsv	5994274eae30475ead69bfe27a12d03c
e85a36182291e14f07e89efdce4412d8	c0ff4dbc6001396ce2a97c4a976424cd	1398818	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/ESM5MEEG_C8_pos.tsv	cad5930efe6763b64b3ccf1cd6916c15
56bda9b020293b4b1d65e1eb254dbb3d	43bfe3ba78db86aa93bc1d3615255c22	41964	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmscp/PSM6XBRK.tsv	7cfd74d6803ea319683df756446df278
cad5930efe6763b64b3ccf1cd690846c	9d546cd938a161565af9a42645d1cd31	40147	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/ESM5MEET_ecs.tsv	cad5930efe6763b64b3ccf1cd690630a
e85a36182291e14f07e89efdce62d6ae	fbc643f98b3ea1b01f68d4b46e3778e8	1403884	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/HSM7J4IS_C8_pos.tsv	1419f08f554e0c93f3b62fe90cb1b3d7
cad5930efe6763b64b3ccf1cd687fdf5	0b0f25722dddcee1062d193c30a6e0b9	340461	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/CSM7KONC_2pep_1p_FDR_5ppm.tsv	cad5930efe6763b64b3ccf1cd687bb75
cad5930efe6763b64b3ccf1cd6a736d3	a28f1997f7dfd359e9b01ba5785e537f	2245561	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/HSM6XRRV_1pep_5p_FDR_5ppm.tsv	1419f08f554e0c93f3b62fe90c8df6fe
cad5930efe6763b64b3ccf1cd6bc710d	9e7e3bbf891e5f4e2c34ec0cc8bdd36c	377925	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/MSM5LLHZ_2pep_5p_FDR_5ppm.tsv	cad5930efe6763b64b3ccf1cd6bc3b84
e85a36182291e14f07e89efdce8e248c	23f2d45ec212dd70c69918caef488252	867964	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/MSM6J2NA_HILIC_neg.tsv	cad5930efe6763b64b3ccf1cd6d1b176
d39c1941c8f6e8b0f6ead5d7f706dd16	4c13ca13a5324b70937c0465c013743a	103069784	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/ESM7F5AE_P_genefamilies.tsv	d39c1941c8f6e8b0f6ead5d7f706b4a2
e85a36182291e14f07e89efdce333592	34b25e4a3c7645ee91227468b6bb4938	1397937	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/CSM7KONK_C8_pos.tsv	1419f08f554e0c93f3b62fe90c47459c
d39c1941c8f6e8b0f6ead5d7f738f233	0041bd492b3cdd2fbcc9f12e07c1892f	4322604	fasp://aspera2.ihmpdcc.org/ibd/metatranscriptome/microbiome/analysis/HSM5FZBQ_P_genefamilies.tsv	e85a36182291e14f07e89efdce48a1ea
e85a36182291e14f07e89efdce183466	a6c392709c05c9c0d6ac0035baafcadb	1403643	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/CSM79HGP_C8_pos.tsv	1419f08f554e0c93f3b62fe90c0b0d88
d39c1941c8f6e8b0f6ead5d7f73059df	7284dd23833e07dc761c99584cde03e0	700317	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/PSM7J13Y_P_pathabundance.tsv	7cfd74d6803ea319683df75644708f40
e85a36182291e14f07e89efdce8a987e	f0cc6b97af14b59314f24642cf462e9e	734181	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/MSM6J2PU_C18_neg.tsv	7cfd74d6803ea319683df756441c0856
cad5930efe6763b64b3ccf1cd6d5aa5c	243aeef95a468970f33b6080c9eddc1a	378797	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/MSM9VZES_2pep_5p_FDR_5ppm.tsv	7cfd74d6803ea319683df75644330682
cad5930efe6763b64b3ccf1cd69c26d9	02d1f8cbc65a679a0055b7d471432ecc	1053551	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/HSM67VEE_1pep_1p_FDR_5ppm.tsv	1419f08f554e0c93f3b62fe90c7c0f77
cad5930efe6763b64b3ccf1cd6dc9c51	a813c18af4c71b8e301a48afe10cbc44	95186	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/MSM9VZMU_kos.tsv	7cfd74d6803ea319683df7564459bf3f
cad5930efe6763b64b3ccf1cd6a07a9f	a2b20ce96324b89431daae80f5d83ef6	1053447	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/HSM5MD5D_1pep_1p_FDR_5ppm.tsv	1419f08f554e0c93f3b62fe90c82f5eb
e85a36182291e14f07e89efdce76a6b3	d92b76903f6a7cc978d5ee228853bdbb	733303	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/HSMA33LV_C18_neg.tsv	e85a36182291e14f07e89efdce766691
e85a36182291e14f07e89efdce916868	f87852e011acee137c9f1e0169098f51	865623	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/MSMA26ET_HILIC_neg.tsv	7cfd74d6803ea319683df756442e6c86
cad5930efe6763b64b3ccf1cd6ed8d59	8703a79cb5e2319ac17c891e6f50e84f	1053451	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/PSM7J12R_1pep_1p_FDR_5ppm.tsv	7cfd74d6803ea319683df75644960661
cad5930efe6763b64b3ccf1cd68815ff	157135c9d94d001cfd2d29633d81178d	1056701	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/CSM7KONC_1pep_1p_FDR_5ppm.tsv	cad5930efe6763b64b3ccf1cd687bb75
56bda9b020293b4b1d65e1eb253fa0b5	513a74409be845604975f5343b58da79	41974	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmscp/MSM79H9M.tsv	7cfd74d6803ea319683df75644265323
cad5930efe6763b64b3ccf1cd6a4a00f	0a12e276edf31df44a0ca03d1c9257a8	338776	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/HSM6XRVK_2pep_1p_FDR_5ppm.tsv	1419f08f554e0c93f3b62fe90c8bfb8f
cad5930efe6763b64b3ccf1cd6a460e5	9d02cad504149c0bf695f6664c66522e	40150	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/HSM6XRVC_ecs.tsv	1419f08f554e0c93f3b62fe90c8b8b5a
56bda9b020293b4b1d65e1eb25246a26	9154e543ece497f950958399086b6d9f	41967	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmscp/HSM6XRR7.tsv	1419f08f554e0c93f3b62fe90ca4b161
cad5930efe6763b64b3ccf1cd67351ef	ae284354631b246ca0f46f38a4f469ec	2246081	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/CSM5MCY8_1pep_5p_FDR_5ppm.tsv	1419f08f554e0c93f3b62fe90c1573f1
d39c1941c8f6e8b0f6ead5d7f7052439	aff1b82e24609880e39b78d70857e442	706688	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/ESM5GEYW_P_pathcoverage.tsv	d39c1941c8f6e8b0f6ead5d7f705094d
cad5930efe6763b64b3ccf1cd6deb6c9	6f44189cfb0ce133de5ba5383016b756	2248500	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/MSM9VZIY_1pep_5p_FDR_5ppm.tsv	7cfd74d6803ea319683df7564460da1f
d39c1941c8f6e8b0f6ead5d7f70b049e	cc086f69e0dbc4178409431744e5361f	707117	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/HSM5MD49_P_pathcoverage.tsv	d39c1941c8f6e8b0f6ead5d7f70adbd5
e85a36182291e14f07e89efdce684fbf	4fbe35724dbd90bb6c0b9d119db75b33	1397593	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/HSMA33O1_C8_pos.tsv	1419f08f554e0c93f3b62fe90cc65918
cad5930efe6763b64b3ccf1cd693aaba	0997bd7db6a8d6034b588870be85bf6e	95165	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/ESM5MEBL_kos.tsv	cad5930efe6763b64b3ccf1cd69384ab
5994274eae30475ead69bfe27a0cdf16	f6fc87893bf6cdbc7ca61b93d9227a88	705276	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/CSM5MCVV_P_pathabundance.tsv	cad5930efe6763b64b3ccf1cd66b25cf
56bda9b020293b4b1d65e1eb25073f11	62e6b65012128036896873b26f4184cd	41966	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmscp/CSM7KOMT.tsv	1419f08f554e0c93f3b62fe90c264ee2
cad5930efe6763b64b3ccf1cd6d1d4d4	397458ea62bb86b6edc8d1bf63cf1c0c	40189	fasp://aspera2.ihmpdcc.org/ibd/genome/microbiome/wgs/analysis/hmmrc/MSM6J2NA_ecs.tsv	cad5930efe6763b64b3ccf1cd6d1b176
216b55a2f235085126ee6210d61bb961	ada56253cb5b6f56833c2e6c7133efb5	687940	fasp://aspera2.ihmpdcc.org/ibd/transcriptome/host/analysis/CSM5FZ28.tsv	7cfd74d6803ea319683df75644d8858a
cad5930efe6763b64b3ccf1cd69e4309	26fdff1b1daf11cdff391f13a757490c	2246332	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/HSM5MD4Q_1pep_5p_FDR_5ppm.tsv	cad5930efe6763b64b3ccf1cd69e17d0
cad5930efe6763b64b3ccf1cd6aa985e	1940875bd3449a749f9ecafbe79c0a26	378777	fasp://aspera2.ihmpdcc.org/ibd/proteome/microbiome/analysis/HSM7CYYH_2pep_5p_FDR_5ppm.tsv	1419f08f554e0c93f3b62fe90ca242db
216b55a2f235085126ee6210d6229397	e417864654667af9a93c8dfcb49e230b	686223	fasp://aspera2.ihmpdcc.org/ibd/transcriptome/host/analysis/CSMDRVY2.tsv	216b55a2f235085126ee6210d622726c
e85a36182291e14f07e89efdce319ae9	5446145fad1fbd5ab59030ddcfbe6c03	735809	fasp://aspera2.ihmpdcc.org/ibd/metabolome/microbiome/analysis/CSMAG78W_C18_neg.tsv	1419f08f554e0c93f3b62fe90c4504fc
